Feature,Importance
NumView,5440.564000001666
NumCart,2986.730428577028
interactionTime,2894.4279047627733
NumOfEventsInJourney,1133.5405952374674
InsessionView,236.33161904766908
timeOfDay,122.45554761891616
weekday,91.08750000001524
maxPrice,81.01402380943279
